,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45
1,4,3,3,3,3,3,3,3,3,3
1.1,4,4,3,3,3,3,3,3,3,3
1.2,4,4,3,3,3,3,3,3,3,3
1.3,4,4,2,3,3,3,3,3,3,3
1.4,4,4,2,3,3,3,3,3,3,3
1.5,4,4,1,3,3,3,3,3,3,3
1.6,4,4,3,3,3,3,3,3,3,3
1.7,4,4,3,3,3,3,3,3,3,3
1.8,4,4,3,3,3,3,3,3,3,3
1.9,4,4,3,3,3,3,3,3,3,3
